goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,보온성,퀄리티_점수,보온성_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대
6108854,84735317,general,고전적인칠레팔찌,색감이나 핏 전반적으로 만족스러웠어요! 추천합니다,5.0,False,M,177.0,75.0,남성,2026-05-25 22:56:12,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 약간 있음,False,0,filluminate,상의,M,,2026,5,25,월,5,응답,정사이즈,화면과 비슷,매우 좋음,약간 있음,,,,5.0,,,,3.0,0.0,0.0,0.0,0.0
6108854,84722790,style,네잎클로버네잎,좋아요 ㅎㅎ 감사합니다 또 구매하고 싶습니다 ㅎㅎ 감사합니다 ㅎㅎ,5.0,False,L,182.0,80.0,남성,2026-05-25 13:08:01,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,5,25,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
6108854,84722779,general,네잎클로버네잎,좋아요 ㅎㅎ 감사합니다 또 구매하고 싶습니다 좋아요,5.0,False,L,182.0,80.0,남성,2026-05-25 13:07:32,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,5,25,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
6108854,84716743,style,kec0603,옷 자체가 너무 예쁘고 소재도 시원해서 좋았어요! 앞으로 더 더워져도 입을 수 있을거 같아요.,5.0,False,M,172.0,70.0,남성,2026-05-25 01:44:31,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,,2026,5,25,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
﻿6140950,84781329,general,Jeong_0,옷이 가벼워서 여름에 편하게 입을 수 있을 것 같아요 사이즈 크게 구매했더니 여유있는 핏이어서 마음에 듭니다,5.0,False,L,177.0,70.0,남성,2026-05-27 23:36:28,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,L,,2026,5,27,수,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
6140950,84724560,general,더리얼파티,심플하고 깔끔해요. 어느 착장이나 잘어울릴것 같고 원단 질도 좋아서 잘 입을 수 있을것 같아요.,5.0,False,S,171.0,65.0,남성,2026-05-25 14:35:47,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 거의 없음,True,0,filluminate,상의,S,,2026,5,25,월,5,응답,정사이즈,화면과 비슷,,,적당함,거의 없음,,,,2.0,3.0,,0.0,0.0,0.0,0.0
﻿6109125,84795153,general,닉네임뭐하라고요,셔츠 하나 사고 싶었는데 색도 이쁘고 좋은 셔츠로 잘 산 것 같습니다☺️,5.0,False,S,160.0,48.0,여성,2026-05-28 17:04:29,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,S,,2026,5,28,목,5,응답,조금 큼,화면과 비슷,좋음,거의 없음,,,,4.0,,,,4.0,1.0,1.0,0.0,0.0
﻿6140883,84843269,general,Hokage,통기성이 좋고 색감도 시원해서 한여름까지 잘 입을 것 같습니다,5.0,False,S,166.0,61.0,남성,2026-05-30 20:06:42,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,S,,2026,5,30,토,5,응답,정사이즈,화면과 비슷,좋음,약간 있음,,,,4.0,,,,3.0,0.0,0.0,0.0,0.0
6140883,84795948,style,wowowok,체크셔츠 필요해서 구매했는데 시원하고 이뻐요,5.0,False,S,177.0,70.0,남성,2026-05-28 17:43:28,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,S,,2026,5,28,목,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
6140883,84795925,general,wowowok,체크셔츠 필요해서 구매했는데 시원하고 이뻐요,5.0,False,S,177.0,70.0,남성,2026-05-28 17:42:47,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,S,,2026,5,28,목,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
6140883,84723606,general,능동적인성수시계,에어컨바람에 좋을듯. 작년에사서 잘입어서 다른색상으로 하나더구매,5.0,False,L,183.0,76.0,남성,2026-05-25 13:51:29,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,,2026,5,25,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
﻿6351589,84857546,general,소프트한빨강모델,디자인 깔끔하고 길이도 딱원하던 길이네요ㅋㅋ여름에 잘입고 다닐수 있겠어요ㅋ,5.0,False,M,175.0,68.0,남성,2026-05-31 14:51:25,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,,2026,5,31,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
6351589,84852234,general,리온tt,"핏이 예쁘고, 체형 커버가 많이됩니다. 무엇보다도 배송이 빨라요",4.0,False,L,179.0,90.0,남성,2026-05-31 09:58:50,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,,2026,5,31,일,4,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
6351589,84846530,general,선간지후폭풍,여름에 입기 무난한 옷입니다. 어디든 잘어울려보여요,5.0,False,S,172.0,70.0,남성,2026-05-30 22:40:26,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,S,,2026,5,30,토,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
6351589,84807612,style,상큼한핑크캔버스,약간 도톰한 면이라서 흐물거리지않고 핏이 잘 살아나는편입니다.아주 더울땐 못입을것 같아요.,4.0,False,L,180.0,80.0,남성,2026-05-29 02:06:55,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 많음,True,0,filluminate,상의,L,,2026,5,29,금,4,응답,정사이즈,화면과 비슷,보통,많음,,,,3.0,,,,2.0,0.0,0.0,0.0,0.0
6351589,84807604,general,상큼한핑크캔버스,약간 도톰한 면인데 흐물거림없이 핏이 잘 살아나서 좋아요,5.0,False,L,180.0,80.0,남성,2026-05-29 02:05:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 많음,True,0,filluminate,상의,L,,2026,5,29,금,5,응답,정사이즈,화면과 비슷,보통,많음,,,,3.0,,,,2.0,0.0,0.0,0.0,0.0
6351589,84777608,general,개운한삼청동타월,빠른 배송 잘 받았습니다. 사진과 동일하네요. 좋아요,5.0,False,L,163.0,70.0,여성,2026-05-27 21:54:47,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,5,27,수,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
6351589,84720662,experience,RadioSUb,"입었을때 가볍고 크롭한 기장으로 인해  다양하고 편한핏으로 코디할수 있을꺼 같아 여름시즌동안 활용도가 무척 높을것 같아요.(180/67 기준 착용사이즈 L)  📣디자인 및 색감  약간 여유있는 박스형의 세미오버핏이고, 시원한 컬러감(블루)과 촘촘한 잔스트라이프 패턴이 캐주얼하고 시원해보이는 장점이 있어요.  📣착용감 어깨선과 가슴부분이 루즈한 편이고, 대체적으로 넉넉한 편이어서 활동성 부분에서도 편하고 좋네요. 부드럽고 쾌적한 코튼폴리 혼방원단으로 더운 날씨에도 산뜻하고 가볍게 입을수 있을꺼같아요.   📣코디 데일리한 디자인의 제품이라 활용성이 높을것이라 생각이 듭니다. 세미크롭한 기장감과 범용성이 높은 디자인이라 오픈해서 입거나 단추를 잠그고서 입았을때 모두 적당해서 하의랑 코디 시 다리 비율이 길어 보일 수 있던 점이 마음에 들었습니다. 다양한 팬츠(버뮤다팬츠, 와이드 팬츠 등)와 코디를 해도 잘 어울리는 것 같아요.  📣핏&사이즈 평소 적당히 편한 세미오버핏을 선호하는편인데 180cm 67kg인 제 스펙에는 L사이즈 잘 맞았고 단독으로 입었을때 사이즈감 딱 좋았습니다.  📢총평 깔끔하고 기본에 충실한 디자인. 세미 크롭한 길이감이 다양한 코다에 활용가능. 소재자체도 탄탄하고 마감 퀄리티 높음.  좋은제품  제공해주셔서 다시 한 번감사합니다",5.0,True,L,180.0,67.0,남성,2026-05-26 22:56:31,사이즈: 조금 큼 / 화면 대비 색감: 밝음 / 퀄리티: 매우 좋음 / 구김: 약간 있음,True,1,filluminate,상의,L,,2026,5,26,화,5,응답,조금 큼,밝음,매우 좋음,약간 있음,,,,5.0,,,,3.0,1.0,1.0,1.0,1.0
﻿6108964,84768615,general,쿨한LA치크,좋은 원단으로 만든 옷인거같네요 박시하게 편하게 잘 입을게요,5.0,False,L,175.0,72.0,남성,2026-05-27 16:48:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,filluminate,상의,L,,2026,5,27,수,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
﻿6109139,84782659,general,박멸제,너무 이뻐요 원단도 얇고 여름에 꾸밀때 종종 입을거 같아요!,5.0,False,S,174.0,53.0,남성,2026-05-28 00:26:36,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,S,,2026,5,28,목,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
6109139,84757062,experience,정구5,"저는 하체도 굵고 전반적으로 덩치가 엄청 큰 곰돼지 체형인데요 ! 시원한 반팔셔츠 찾다가 우연찮게 체험단에 당첨되서 입어봤는데, 체크셔츠라 내심 걱정이 많았어요 ㅜ 부해보이면 어쩌나 했는데  소매가 롤업디테일이 있기두 해서 그런지, 생각보다 부하지않고, 룩으론 시원해보이고 좋았어요 !  재질도 레이온 폴리 소재라 그런지 너무 시원하고 !!! 색감이 핑크라고 쓰여잇긴한데 보이는 사진과 같이 핑크끼가 있는 그레이 느낌이라 색감이 진짜 맛있어요 :)  그냥저냥 휘뚜루마뚜루 여름에는 버뮤다에 오버핏 반팔 때리잖아요 ! 요런 재밋는 롤업 디테일 살아있는 셔츠 단품으로 입어도, 긴팔이나 반팔에 레이어드해서 입어도 너무 좋을거같아요 :) 여름 코디에 한가지 아이템이 추가됬어요 🤸",5.0,True,L,180.0,100.0,남성,2026-05-26 23:02:08,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,5,26,화,5,응답,조금 큼,화면과 비슷,좋음,약간 있음,,,,4.0,,,,3.0,1.0,1.0,0.0,0.0
﻿6108955,84860522,general,쿨한LA치크,회색 티셔츠 아주 맘에 드네요 재구매 의사 있어요 감사용,5.0,False,L,175.0,72.0,남성,2026-05-31 17:35:22,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,filluminate,상의,L,,2026,5,31,일,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
﻿6351594,84865945,general,갖고싶은카키웨지,디자인도 무난하고 어디에나 입기 좋습니다! 그렇게 두껍지 않아서 여름에도 입을 수 있어용,5.0,False,S,164.0,55.0,여성,2026-05-31 21:44:06,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,S,,2026,5,31,일,5,응답,정사이즈,화면과 비슷,좋음,거의 없음,,,,4.0,,,,4.0,0.0,0.0,0.0,0.0
6351594,84835498,experience,강민K,"평소 상의 여유 있게 입는 편인데, 이 셔츠는 적당한 세미 오버핏으로 딱 예쁘게 떨어집니다. 너무 벙벙하지 않고 자연스러운 오버핏이라 체형이 예뻐보입니다. 중간 버튼 한두 개만 채워서 내추럴하게 연출하기 좋습니다. 두께감도 딱 적당해서 비침 걱정 없이 가볍게 입기 좋고, 전면의 포켓 디테일이나 등판의 핀턱 덕분에 옷이 밋밋하지 않고 입체감 있습니다. 마감 처리나 봉제 퀄리티도 탄탄하고 활동할 때 움직임도 정말 편안합니다. 슬랙스나 반바지 등 어디에나 매치하기 좋은 데일리 셔츠라 올여름에 손이 자주 갈 것 같습니다.",5.0,True,M,173.0,63.0,남성,2026-05-30 13:45:17,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,M,,2026,5,30,토,5,응답,정사이즈,화면과 비슷,좋음,약간 있음,,,,4.0,,,,3.0,0.0,0.0,0.0,0.0
﻿6108866,84769250,general,jti,옷은 좋습니다 길이나 품도 딱 좋구요 아주 굿이에요 그런데 무신사 적립금 계속 줄이는데 소비자가 호1구인가봐요~,3.0,False,S,171.0,60.0,남성,2026-05-27 17:21:18,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,S,,2026,5,27,수,3,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
﻿4910318,84736943,style,업할배,후들후들하고 가볍고 덥지 않아서 좋아요 사이즈도 적당해요,5.0,False,S,165.0,48.0,여성,2026-05-25 23:56:20,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,S,,2026,5,25,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
4910318,84736924,general,업할배,후들후들하고 가볍고 덥지 않아서 좋아요 사이즈도 적당해요,5.0,False,S,165.0,48.0,여성,2026-05-25 23:55:46,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,S,,2026,5,25,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
﻿6322746,84852089,experience,장엄한영국로우진,"체험단 후기입니다  가슴 쪽의 작은 자수 로고와 소매 라벨 디테일 덕분에 평범한 블랙 티셔츠와 달리 은은하고 깔끔한 포인트를 주는 제품입니다.   청바지나 슬랙스, 스커트 등 어떤 하의에 매치해도 자연스럽게 소화되어 코디 고민 없이 편하게 입기 좋습니다. 한겨울을 제외하고 사계절 내내 데일리 아이템으로 활용도가 높을 것 같습니다.  전체적인 품과 기장은 넉넉하게 나온 편입니다. 체구가 작거나 아담한 여성분들이 입으시면 꽤 큰 오버핏으로 느껴질 수 있으니, 과하지 않고 탄탄하게 잡아주는 정핏을 원하신다면 S사이즈를 선택하시는 것을 추천합니다.",5.0,True,M,168.0,71.0,남성,2026-05-31 09:50:26,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,31,일,5,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,1.0,1.0,0.0,0.0
6322746,84826315,experience,삼송,"깔끔하고 활용도 높은 제품이에요! 검정색 티셔츠인데 왼쪽 가슴에 작은 로고가 포인트로 들어가 있어서 너무 단순하지 않고 딱 적당한 느낌입니다. 로고가 크지 않아서 오히려 고급스러워 보이고, 어떤 하의에 매칭해도 잘 어울려요.  소재도 생각보다 훨씬 좋아서 피부에 닿는 느낌이 부드럽고, 세탁 후에도 형태가 잘 유지되더라고요. 검정 티셔츠 특성상 색 빠짐이 걱정됐는데 몇 번 세탁해도 발색이 그대로라 만족스럽습니다.  핏도 너무 타이트하거나 넉넉하지 않아서 체형을 자연스럽게 잡아줘요. 데일리로 입기에 이만한 아이템이 없는 것 같습니다. 재구매 의사 100%예요!",5.0,True,L,176.0,70.0,남성,2026-05-29 23:17:03,사이즈: 정사이즈 / 화면 대비 색감: 어두움 / 두께감: 두꺼움 / 신축성: 매우 강함,True,0,filluminate,상의,L,,2026,5,29,금,5,응답,정사이즈,어두움,,,두꺼움,매우 강함,,,,5.0,4.0,,0.0,0.0,-1.0,1.0
6322746,84821640,general,쓰묵,할인해서 저렴한 가격에 괜찮은 아이템 득템했어요,5.0,False,L,184.0,82.0,남성,2026-05-29 19:17:19,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,L,,2026,5,29,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
6322746,84821071,style,쓰묵,할인해서 저렴한 가격에 괜찮은 아이템 득템했어요,5.0,False,L,184.0,82.0,남성,2026-05-29 18:48:35,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 강함,True,0,filluminate,상의,L,,2026,5,29,금,5,응답,정사이즈,화면과 비슷,,,적당함,강함,,,,4.0,3.0,,0.0,0.0,0.0,0.0
6322746,84757836,experience,tla9511,"키가 작은 편이라 티셔츠를 구매할 때 기장이나 품이 애매하게 커서 실패하는 경우가 많았는데, 이 제품은 전체적인 핏이 과하게 크지 않고 자연스럽게 떨어져서 만족스러웠어요.  기장감도 부담스럽게 길지 않아 키 작은 분들도 편하게 입기 좋고, 캐주얼한 무드라 데일리로 손이 자주 갈 것 같아요.  소재도 편안해서 장시간 입어도 부담이 없고, 단독으로 입어도 깔끔한 느낌이 나서 활용도가 높아요.  편안하면서도 핏이 깔끔해서 청바지, 스커트 어디에나 무난하게 잘 어울리는 티셔츠예요! 올 여름 데일리 아이템으로 추천드려요👍",5.0,True,S,160.0,56.0,여성,2026-05-26 23:36:40,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,S,,2026,5,26,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
6322746,84757500,experience,야망에찬서울장화,FLM 스몰 로고 티셔츠 블랙 S사이즈입니다.  기본 검정 반팔 티 느낌 같지만 가슴 쪽에 스몰 자수 로고와 소매에 라벨이 있어서 포인트 되는 느낌이라 좋았습니다. 원단도 가벼운데 흐물흐물하지 않고 힘 있는 느낌이고 부드러운 원단에 통기성도 좋았습니다! 넥 라인도 탄탄해서 세탁을 많이 해도 쉽게 늘어나지 않을 거 같아서 좋았습니다!  키가 작아서 쪼금 많잌ㅋㅋ 오버핏 느낌이지만 그래도 여기저기에 휘뚜르마뚜르 입어도 잘 어울릴 거 같아서 한 겨울빼고는 손이 많이 갈 거 같아요!  여자분들은 S사이즈 추천드립니다~,5.0,True,S,155.0,60.0,여성,2026-05-26 23:20:24,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 강함,True,0,filluminate,상의,S,,2026,5,26,화,5,응답,조금 큼,화면과 비슷,,,적당함,강함,,,,4.0,3.0,,1.0,1.0,0.0,0.0
6322746,84736206,experience,띠용띠용스,"사이즈는 생각보다 크게 나온 편이라, 평소 여자 M 사이즈를 입는 분들은 S 사이즈로 선택하신다면 예쁘게 맞을 것 같아요!  보통 검정 무지티는 조금 심심해 보일 수 있는데, 이 제품은 로고가 과하지 않으면서도 적당한 포인트가 되어 훨씬 깔끔하고 세련된 느낌이에요. 덕분에 어떤 바지와 매치해도 무난하게 잘 어울렸습니다 :)  원단 두께도 너무 얇거나 두껍지 않고 딱 적당해서 데일리로 입기 좋았어요. 오늘 실제로 입고 외출했는데, 습한 날씨에도 몸에 달라붙거나 답답한 느낌이 덜해서 꽤 쾌적하게 활동할 수 있었습니다 😄",5.0,True,M,173.0,64.0,여성,2026-05-25 23:25:32,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,25,월,5,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,1.0,1.0,0.0,0.0
﻿6140884,84818472,style,한잔하까,핑크색은 처음인데 색감 미쳤어요 너무 예쁘네요,5.0,False,L,177.0,75.0,남성,2026-05-29 16:58:04,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 많음,True,0,filluminate,상의,L,,2026,5,29,금,5,응답,정사이즈,화면과 비슷,보통,많음,,,,3.0,,,,2.0,0.0,0.0,0.0,0.0
6140884,84818460,general,한잔하까,핑크색은 처음인데 색감 미쳤어요 너무 예쁘네요,5.0,False,L,177.0,75.0,남성,2026-05-29 16:57:48,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 많음,True,0,filluminate,상의,L,,2026,5,29,금,5,응답,정사이즈,화면과 비슷,보통,많음,,,,3.0,,,,2.0,0.0,0.0,0.0,0.0
6140884,84818397,general,항성9,구김은 좀 있어도 시원하고... 색감이 너무 맘에 들어요,5.0,False,L,179.0,66.0,남성,2026-05-29 16:55:06,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 약간 있음,True,0,filluminate,상의,L,,2026,5,29,금,5,응답,정사이즈,화면과 비슷,매우 좋음,약간 있음,,,,5.0,,,,3.0,0.0,0.0,0.0,0.0
6140884,84789642,general,조조그레이,입고난 후의 감촉이 기존에 입던 옷이랑 다르기도 하고 옷에서 섬유 냄새가 많이남,2.0,False,S,164.0,64.0,여성,2026-05-28 12:06:13,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 전혀 없음,True,0,filluminate,상의,S,,2026,5,28,목,2,응답,조금 큼,화면과 비슷,보통,전혀 없음,,,,3.0,,,,5.0,1.0,1.0,0.0,0.0
6140884,84742611,general,색다른신촌롱부츠,소재도 부들부들하고 제가 원한 핏이 나와요 딱 좋은 오버핏으로 나오고 색깔도 화면이랑 비슷해용,4.0,False,S,170.0,52.0,여성,2026-05-26 11:18:42,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,False,0,filluminate,상의,S,,2026,5,26,화,4,응답,조금 큼,화면과 비슷,좋음,거의 없음,,,,4.0,,,,4.0,1.0,1.0,0.0,0.0
6140884,84718775,general,강생잉,좋아요 아주 좋아요 좋아요 아주 좋아요 좋아요 아주 좋아요,5.0,False,M,178.0,78.0,남성,2026-05-25 09:05:29,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,M,,2026,5,25,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
﻿6322814,84834392,experience,피곤한핑크후드티,중학생 아들들한테 입혀봤습니다 키173 몸무게 54~56  평소 사이즈 M 또는 L 입는데 이건 약간 크게 나왔네요 M사이즈인데도 넉넉해요 보면 어깨가 좀 내려와요 그래도 요즘 아들들이 넉넉하게 입어서 괜찮았어요  무난한 스타일이라 아들들도 좋다고 하네요  깔끔한 스타일 좋아하면 딱인 듯 해요 세탁해서 건조기에 돌려봤는데 약간 줄긴했는데 크게 확 줄진 않았어요 넉넉한 사이즈라 정사이즈 시켜서 건조기 돌려도 문제 없을거 같아요  가끔 확 줄어드는 옷들 있어서 사이즈  선택 할 때 고민되기도 하거든요,5.0,True,M,173.0,56.0,남성,2026-05-30 12:51:13,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,30,토,5,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,1.0,1.0,0.0,0.0
6322814,84791492,experience,올바른초록레이스,"전체적으로 깔끔하고 데일리로 입기 좋은 티셔츠에요! 화이트 컬러가 깨끗해서 여름에 시원해 보이고 피부톤도 밝아 보여요. 초록색 “FILLUMINATE” 로고가 심플하면서 존재감 있어서 너무 밋밋하지 않습니다. 핏은 완전 오버핏보다는 세미 오버핏 느낌이라 부담 없이 입기 좋아요! 반바지와 조합도 자연스럽고, 운동화나 샌들이랑 매치하기 쉬운 스타일입니다. 기장감이 안정적이라 체형도 단정하게 보이는 편이에요. 너무 짧지도 길지도 않아서 무난하게 예쁩니다!  과하지 않은 로고와 편한 핏 덕분에 여름에 자주 손 갈 스타일의 기본 반팔티 입니다🧡",5.0,True,L,184.0,84.0,남성,2026-05-28 13:59:43,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,L,,2026,5,28,목,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
6322814,84766459,experience,훌륭한방배아가일,"평소에 오버핏 스타일을 즐겨 입는데 이 상품은 어깨 라인이 자연스럽게 떨어져서 아주 좋아요. 175cm 65kg 기준으로 했을때 보통 티셔츠 경우엔 L를 고르지만 이 상품은 M으로 하니 딱 오버핏 느낌이 적당히 나면서 엉덩이를 살짝 덮는 예쁜 실루엣이 나와요. 원단부분은 적당히 두께감이 있고 탄탄해서 좋습니다. 여러번 세탁 후에도 잘 늘어나지 않을 거 같아요. 로고도 미니멀하게 잘 나와있어서 과하지 않고 좋습니다. 데님 팬츠나 버뮤다 팬츠, 슬랙스 등등 어디에도 잘 어울리는 데일리 아이템으로 자주 손이 갈 것같아요. 아무래도 옷은 자주 입게 되어야하는데 이 상품이 아주 적합해요. 가격과 퀄리티 모두 만족합니다. 마지막으로 필루미네이트와 무신사에 감사드립니다!",5.0,True,M,175.0,65.0,남성,2026-05-27 14:57:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,1,filluminate,상의,M,,2026,5,27,수,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
